"","text"
"1987","RT @Phade2Black_10: Yall be making up shit lol literally nobody said the Raptors were gonna win https://t.co/BYrxhyS4sZ"
"1988","RT @PaIa_99: Refs felt bad for Raptors https://t.co/d7ZvoAftr0"
"1989","@NBA Sad you had to demoralize the #Raptors and hand them fouls until they gave up, to keep a U.S. team in the play‚Ä¶ https://t.co/dNMDEn0dc1"
"1990","RT @CurryDagger: LMFAOOO Cavs-Raptors summed up in one video  https://t.co/NPvHUEkpb0"
"1991","Bare trades this off season for 
The Raptors. Ì†ΩÌ∏ê #RTZ"
"1992","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"1993","How dare i pick the raptors over the cavs in 7. Damn."
"1994","Lebron got his... fine. Raptors lost because they got DeMar and Kyle were not better than any of the Cavs not named LBJ."
"1995","Raptors got hit with that 4 piece!"
"1996","It‚Äôs crazy how talented the Bucks and Raptors are, but they ain‚Äôt never gonna do anything"
"1997","@HPbasketball Blueprint for best case scenario. 

Raptors just ain't about that life."
"1998","RT @jortega1996: The year is 2035. The 80-2 Toronto Raptors just got swept by a 58 year old Lebron James for the 16th time in a row."
"1999","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"2000","What a thoroughly disappointing end for the Raptors. Lacked any ounce of testicular fortitude"
"2001","RT @bustedcoverage: Let‚Äôs check in with the Raptors-Cavs series https://t.co/swoVwEYU8c"
"2002","Lebron rolled the raptors"
"2003","@Paul__Jones @Raptors DD gets no respect.  Mark Davis is terrible ref and would not make that decision for lebron or love."
"2004","Pathetic pathetic pathetic performance by the #Raptors in an elimination game. Probably going to cost Dwayne Casey his job too. #NBAPlayoffs"
"2005","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"2006","raptors are shook ones scared to look"
"2007","The Raptors bench doesn‚Äôt look like they just got swept by LeBron and the Cavs AGAIN... smiling, laughing, and joking on the sideline."
"2008","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"2009","Welp @Raptors"
"2010","RT @TreyFordham: Raptors are trash !!"
"2011","RT @gswrainmaker: Raptors trying to stop Lebron from winning the series #LeBron #LeBronto #InfinityWar https://t.co/0D1z6llbim"
"2012","oh raptors."
"2013","The Raptors gotta blow it up man lmao my lord they getting smoked"
"2014","RT @Paul__Jones: Many @Raptors fans wondering how Kevin Love elbows DeRozan in game one and tonight against Lowry were not reviewed. And De‚Ä¶"
"2015","RT @Paul__Jones: Many @Raptors fans wondering how Kevin Love elbows DeRozan in game one and tonight against Lowry were not reviewed. And De‚Ä¶"
"2016","@Raptors Lmao raptors r fucking garbage. Biggest fucking jokes"
"2017","Sempre tenho um p√© atr√°s com os Raptors, por motivos √≥bvios. Mas esse ano achei que fariam frente aos Cavs. Mais uma vez enganado. #nba"
"2018","Prediction came true, trash raptors https://t.co/6Ya4fXSwtg"
"2019","they should DEFINITELY start over. if the #1 seed Raptors can‚Äôt beat LeBron and the Miracles, how are they suppose‚Ä¶ https://t.co/sGpesMrdwS"
"2020","Wow @Raptors Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠"
"2021","Lebronto Raptors lmao Ì†ΩÌ∫ÆÌ†ΩÌ∫ÆÌ†ΩÌ∫Æ"
"2022","The Raptors are really down 30 facing elimation... In game 4. About to be swept"
"2023","@bretzky1984 @AdamCosburn @NeutralZoneCamJ @Raptors @KingJames @NBA you have zero credibility when you use that gif‚Ä¶ https://t.co/Z3hzJQpeMl"
"2024","RT @RealSkipBayless: The Cavs will sweep the Raptors."
"2025","Lol gg @Raptors"
"2026","Damn this nigga Bron really swept the Raptors again"
"2027","RT @gswrainmaker: Raptors trying to stop Lebron from winning the series #LeBron #LeBronto #InfinityWar https://t.co/0D1z6llbim"
"2028","‚ÄúThe Raptors are a different team this year‚Äù well good for them LeBron is still superhuman"
"2029","TSN will have a 3 part series on Auston Matthews' tips for the Raptors trying to deal with this embarrassment."
"2030","Raptors coach is tearing up ."
"2031","RT @theScore: After 3 quarters...
Raptors - 72
Cavaliers - 100 https://t.co/14HIpCiXs0"
"2032","@vbhatt08 @Raptors 2028? Ì†ΩÌ±Ä"
"2033","RT @jortega1996: The year is 2035. The 80-2 Toronto Raptors just got swept by a 58 year old Lebron James for the 16th time in a row."
"2034","RT @TomerAzarly: 3rd quarter scoring from Game 4 of #Cavs-#Raptors:

LeBron James - 15 points, 3 assists
Kevin Love - 12 points, 4 rebounds‚Ä¶"
"2035","RT @MyMikeCheck: So basically in the East ...

LeBron ended Pistons' mid-2000s conference stranglehold. Stomped out Soulja Boy's Wizards. W‚Ä¶"
"2036","Raptors smh"
"2037","The Raptors are so bad lmfao"
"2038","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"2039","Raptors really about to get swept and lose by fucking 30."
"2040","They might as well move the raptors to br oss"
"2041","RT @BrettF4rve: Who let the Raptors in the playoffs?"
"2042","RT @bomani_jones: raptors wanna throw the controller through the tv."
"2043","Raptors out here on the bench making summer plans. Ì†ΩÌ∏≠Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2044","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"2045","The raptors are officially the weakest #1 seed ever"
"2046","@Charmaine_M8 No, I'm not. Raptors can go fuck themselves."
"2047","@Ham56deb @Eric__Smith I don‚Äôt even care about the ejection. Raptors should have been given the FTs and ball. Huge‚Ä¶ https://t.co/28NU1dLDkD"
"2048","raptors got swept Ì†ΩÌ∏≠Ì†ΩÌ∏≠"
"2049","Lebron owns beach front property in all of the Raptors‚Äô heads"
"2050","RT @MyMikeCheck: So basically in the East ...

LeBron ended Pistons' mid-2000s conference stranglehold. Stomped out Soulja Boy's Wizards. W‚Ä¶"
"2051","I don‚Äôt really follow basketball but if the @Raptors get swept someone  better would take a serious look at why you‚Ä¶ https://t.co/uUQyMnKBIA"
"2052","RT @randyjcruz: When the Raptors thought this was their year to defeat LeBron in the playoffs... https://t.co/EiF3OdGHIM"
"2053","The second unit of young players for the Raptors has had an excellent year. Other players have developed a great de‚Ä¶ https://t.co/wOgmXey4PL"
"2054","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"2055","RT @CogDog27: Listening to @k_henl laugh when the raptors do something bad is making my night Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2056","RT @Jumpshot8: The @Cavs are jelling at the right time, but haters will focus on @raptors instead of the greatness of LeBron dismantling th‚Ä¶"
"2057","RT @DonArtistry: YOU NIGGAS TOLD ME THAT THE RAPTORS WAS GOING TO THE FINALS. https://t.co/yCOma3vESw"
"2058","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"2059","Cavs ap bay Raptors li san kap√≤t vre"
"2060","RT @jasonrmcintyre: The pick is in:

Raptors in 5 over LeBron"
"2061","Only thing left to do for the Raptors is crawl into the fetal position and wait for Lebron to either head west or retire. #NBA"
"2062","It will take a decade for the @Raptors to recover from this loss. https://t.co/w51CobQfEa"
"2063","How did the raptors make the playoffs seriously. Lebron is the goat"
"2064","Thr Raptors need to get rid of DeRozan &amp; Lowry"
"2065","Once again the raptors has been swept by Lebron and the Cavs Ì†æÌ¥∑Ì†ºÌøæ‚Äç‚ôÇÔ∏èÌ†ΩÌ±ë #WhateverItTakes"
"2066","RT @KingJosiah54: ‚ÄúHow the LeBronto Raptors get swept?‚Äù

Drake: https://t.co/2eJTB5ptKD"
"2067","o banco do raptors tudo murchin"
"2068","RT @Albertg34: Cavs fans starting to gain confidence with beating the Raptors. Let‚Äôs just fast forward to June so we can get to the LeBron‚Ä¶"
"2069","RT @YancenPujols: Los Raptors que metan para el a√±o despu√©s que LeBron se retire."
"2070","RT @NoelCash21: #NBAxCDNSM @Raptors dice una canci√≥n de mi pa√≠s muy escuchada cuando se muere alguien cuando un amigo se va queda un inmens‚Ä¶"
"2071","RT @Prettyboyfredo: Rip @Raptors  ...."
"2072","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"2073","RT @MagicsTweets: If the Raptors want to come back and win this series, they‚Äôll have to avoid LeBron killing off their entire species."
"2074","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"2075","Pelo segundo ano consecutivo o Toronto Raptors toma de  4 a 0 numa semifinal de Playoffs contra o Cavaliers kkkkkkkkkk"
"2076","Toronto Raptors https://t.co/WITYO3qE9P"
"2077","RT @HavMarley: When the #cavs sweep the #raptors tonight #drake 
Me: https://t.co/BoCXRnQcqr"
"2078","@RomeTrav Raptors still got a nice squad. its senseless to blow this up, rotate in more young guys build on OG and Siakam."
"2079","RT @Bulls_Jay: Raptors had their best season ever and gonna make history by being the first 1 seed in the modern era to get swept before th‚Ä¶"
"2080","RT @NOTSportsCenter: REPORT: The NBA wants to give the Raptors a participation medal for this series, but they're still waiting for them to‚Ä¶"
"2081","@Raptors are a #waste of an eastern conference spot...every year. #Smh #sweep #NBAPlayoffs"
"2082","RT @DashySZN: Looking like a Raptors Vs. Warriors Finals this year Ì†ΩÌ∏ç"
"2083","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"2084","Raptors, wizards need a real coach https://t.co/Mgh0WmxbQ2"
"2085","The fact that the Raptors gave up is just trash"
"2086","RT @CheckTheResume: Raptors pathetic. Don‚Äôt wanna hear about them niggas ever again"
"2087","Raptors look like a completely diff team in playoffs lol they always fall apart"
"2088","Lebron is making the Raptors look my Grade 9 Junior High School Team. Karma isn‚Äôt far away though when Golden State‚Ä¶ https://t.co/wIjrDERKZF"
"2089","Slowly getting ready to change my Bitmoji's clothes from the Raptors jersey to regular clothes"
"2090","RT @kojo_pram: @Raptors  https://t.co/rS9j5zd3Nw"
"2091","The raptors need a superstar"
"2092","@AlbertAbstein I‚Äôm tryna figure out who‚Äôs in more trouble, the raptors head coach or your health Ì†æÌ¥î"
"2093","Raptors just want it to stop lol"
"2094","Lol folks coming into my mentions saying everyone knew the Raptors would lose lol so why yall pick them then ??Yall‚Ä¶ https://t.co/QD9NfhJ5av"
"2095","I‚Äôm mad for the raptors and I‚Äôm not even a fan Ì†æÌ¥¶Ì†ºÌøæ‚Äç‚ôÄÔ∏è like it‚Äôs nothing they can do"
"2096","RT @joshbechill: Live recap of the raptors cavaliers series https://t.co/jjZPylORz3"
"2097","RT @LegacyGTGirl: Really @NBA @kevinlove can throw all kinds of elbows and have it reviewed the next day when it doesn‚Äôt matter but @DeMar_‚Ä¶"
"2098","Damn #DeRozan ejected @Raptors done shoulda gave him a #Flagrant1 and let him play on it‚Äôs the playoffs Ì†æÌ¥¶Ì†ºÌøæ‚Äç‚ôÇÔ∏è"
"2099","Man if Ujiri never played the Knicks like a fiddle during the Melo fiasco, his resume would be as barren as the Raptors trophy case."
"2100","RT @ringer: Raptors: ""We're an upgraded version of last year's Raptors! We're the no. 1 seed! This is our year!""
LeBrontosaurus:
#RingerNBA‚Ä¶"
"2101","The Raptors really can‚Äôt beat Bron Ì†æÌ¥¶Ì†ºÌøΩ‚Äç‚ôÇÔ∏èÌ†ΩÌ∏Ç"
"2102","Recap of the cavs/raptors series.... https://t.co/7mMosNNtJZ"
"2103","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"2104","@romenrue_13 They got lucky. The PACERS. Gave them more bump than the raptors. That is sorry"
"2105","Seriously, the Raptors should all go into witness protection after this game. This is embarrassing."
"2106","RT @bomani_jones: raptors wanna throw the controller through the tv."
"2107","Raptors gotta blow up the team next year hurts for me to watch them play"
"2108","The raptors do this every year lol them niggas really boo boo they just play good in the regular season if my pacer‚Ä¶ https://t.co/PCBRgPFSWl"
"2109","RT @El23DeLosCavs: ¬ølo de LeBron a los Raptors cuenta como zoofilia?"
"2110","Safe to say that the #Cavs are going to sweep the #Raptors.. Didn‚Äôt see that coming. @NBAonTNT"
"2111","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"2112","Cavs&gt;raptors #Over https://t.co/fwe2LhfMVL"
"2113","Raptors won't ever be anything more that a Drake tool for ""coolness"" because they laugh on the bench when they down‚Ä¶ https://t.co/kMucaF1ERI"
"2114","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"2115","And y‚Äôall thought the Raptors were beating the Cavs Ì†ΩÌ∏Ç"
"2116","The Raptors look lost.... smh"
"2117","Raptors got swept last year, changed their whole playing style got home court to get swept again smh. I‚Äôll rather kill myself."
"2118","someone‚Äôs a little mad they‚Äôre getting swept https://t.co/z3gol2A7Vn"
"2119","RT @MyMikeCheck: So basically in the East ...

LeBron ended Pistons' mid-2000s conference stranglehold. Stomped out Soulja Boy's Wizards. W‚Ä¶"
"2120","RT @NOTSportsCenter: REPORT: The NBA wants to give the Raptors a participation medal for this series, but they're still waiting for them to‚Ä¶"
"2121","The raptors players all look like they accidentally stepped on their dogs paw really hard."
"2122","Raptors pat√©tico nos playoffs.

0 novidades."
"2123","LeBron really owns the Raptors."
"2124","raptors can only win if lebron retires"
"2125","Raptors should just play under a bridge at this point because these guys are absolute bums"
"2126","Poor Raptors. Maybe one day they‚Äôll get taken seriously"
"2127","RT @TheTrueBagMan: Most wins in Franchise history...
Most home wins....
First time clinching #1 seed...
Yet another horrible sweep Ì†æÌ¥£Ì†ΩÌ∏Ç.....‚Ä¶"
"2128","RT @jordsolomon: Raptors Defence is tough to watch"
"2129","raps in 2020 #Raptors"
"2130","Cavs about to sweep the Raptors!"
"2131","RT @GAllen__: We have really watched the Raptors fold against Lebron and the Cavs year after year. This can‚Äôt be real Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2132","The University of Virginia thinks the Toronto Raptors are a terrible 1 seed."
"2133","RT @Paul__Jones: Many @Raptors fans wondering how Kevin Love elbows DeRozan in game one and tonight against Lowry were not reviewed. And De‚Ä¶"
"2134","Bruh can they just call this game off now? Just a straight embarrassment to the Raptors Ì†æÌ¥¶Ì†ºÌøΩ‚Äç‚ôÇÔ∏è"
"2135","Hurry up GSvsHouston and ClevelandvsBoston raptors fucking suck dick so does pelicans and jazz Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2136","@Raptors L https://t.co/TKXOGoLYBg"
"2137","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"2138","Raptors straight shit"
"2139","@NBABrasil @Raptors @cavs  https://t.co/BQSP3JupSz"
"2140","lol raptors thought they could challenge lebron Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2141","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"2142","@Raptors Leafs will always be #1 https://t.co/L780vDHwv9"
"2143","Raptors not even gonna give us one game huh?"
"2144","Yo The Cavs are whooping the raptors assssss fam Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠"
"2145","@TJftbl @Raptors Yessir"
"2146","Praying for the raptors"
"2147","Raptors got the nerve to be on the bench cheesing y'all got swept two years in a row and y'all find something funny‚Ä¶ https://t.co/aKDKQeVXMu"
"2148","RT @tabariusndacut1: If Lebron 4-0 the Raptors. I just think Toronto should get kicked out the NBA. They not even in the states. Plus they‚Ä¶"
"2149","@Raptors know some spots going to be open for the summer gone sign me"
"2150","I don't even know what ""blowing up the #Raptors"" means. 
Lowry, DeRozan and Ibaka will make a combined $80million n‚Ä¶ https://t.co/4Wbv3siUiJ"
"2151","LBJ to the raptors : ""I had to expose you! """
"2152","RT @RodneyElGran: The Raptors need to be banned from the playoffs these niggas trash every year"
"2153","RT @jasonrmcintyre: The pick is in:

Raptors in 5 over LeBron"
"2154","Why are the @cavs up 30 points on the #1 seed @raptors"
"2155","Is it me, or does it seem like the Raptors might lose this series?"
"2156","Drake happy met gala distracting people from the Cavs Raptors game"
"2157","How can @cavs sweep the @Raptors who finished atop of the¬†Eastern Conference¬†regular season standings.¬†@nbaplayoffs‚Ä¶ https://t.co/GNl8XAEyLA"
"2158","RT @KingFavre: Many have said this clip of Drake watching Lebron destroy the Raptors needed sad music https://t.co/kOf5QfJeh4"
"2159","The guy is the pacers n raptors every year EVERY YEAR. The bill is‚Ä¶ https://t.co/RJzcjDOqC0"
"2160","RT @KingJosiah54: ‚ÄúHow the LeBronto Raptors get swept?‚Äù

Drake: https://t.co/2eJTB5ptKD"
"2161","It‚Äôs gotten to the point where it isn‚Äôt even about the raptors defense. LeBron just can‚Äôt be stopped man. No matter‚Ä¶ https://t.co/jFZ24hvElx"
"2162","RT @The1stWright: How LeBron does the Raptors EVERYTIME he sees them in the playoffs. https://t.co/lHYmrCE5js"
"2163","Raptors are a bunch of frauds always lmao Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2164","RT @hashBasketball: Ì†ΩÌ∫® Ì†µÌ∑üÌ†µÌ∑úÌ†µÌ∑©Ì†µÌ∑ò Ì†µÌ∑üÌ†µÌ∑¢Ì†µÌ∑¢Ì†µÌ∑û Ì†ΩÌ∫®

The Raptors season: 

#WeTheNorth vs. #AllForOne https://t.co/V5vpfwayHD"
"2165","RT @ThomasJonesRB: Welp Raptors.....Ì†ΩÌ∏Ç https://t.co/KIcG0CMZZS"
"2166","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"2167","RT @SpongeBobSports: the Cavs-Raptors series summarized in one gif: https://t.co/dusBl1dZLk"
"2168","RT @therealbradg: The playoff Raptors of the MCU https://t.co/hiTDyIZuoW"
"2169","RT @RyanWardLA: Thought the #Raptors would come out with at least some fight to avoid elimination. Toronto should be utterly by getting cru‚Ä¶"
"2170","Amazing that it only took the Cavs 3 3/4 games to sweep the Raptors."
"2171","I love Kevin O‚ÄôBomber and everyone else calling for the Raptors to blow it up, but as an outsider, I‚Äôve just admire‚Ä¶ https://t.co/uBizv1QnD3"
"2172","The Raptors were the #1 seed, they had their best year in franchise history, they had the best bench in the regular‚Ä¶ https://t.co/W9YYbLlmcG"
"2173","Yo the Raptors stink"
"2174","The Monstars may have sniffed the game from the Raptors somewhere in the first round."
"2175","RT @pmaazeee: The Raptors are just a sorry franchise. They always have and they always will be."
"2176","I honestly don't understand why people believed Raptors would beat Cavs in this series. Not surprising at all."
"2177","The Raptors need to trade DeRozan, no way they‚Äôre winning a championship with him on a max deal."
"2178","@JuanJoseRodRD #coorslightrd K. Lowry tendr√° m√°s asistencias por los Raptors"
"2179","Let us all hope this is the last time this Raptors team plays LeBron in the playoffs. https://t.co/9Eo7USg94I"
"2180","say GSW in 4 and let‚Äôs see what happens RT @thegeorgeyoung: i said Raptors in 6"
"2181","Raptors bench has lost all interest in winning!"
"2182","Raptors Fans. https://t.co/fNjLRrktED"
"2183","RT @Flaccavelli: Raptors entire history just consists of getting fucking mauled by Kobe and LeBron. Imagine being a fan of that team"
"2184","RT @DustinFox37: Good job. Good effort Raptors. https://t.co/yxgOImwmqh"
"2185","Raptors best player finna be ibaka next year"
"2186","Raptors didnt choke, they not built for Bron."
"2187","Estos Raptors son los √∫nicos que han estado saludables https://t.co/7TPVNEu7RE"
"2188","RT @RealSkipBayless: LeBron is basically taking the night off vs these sorry Raptors. Can't blame him. Mercy rule! Call off the second half!"
"2189","Sweeping up the baby @Raptors like #CavsIn4 #NBAPlayoffs https://t.co/ghHyb6ltXs"
"2190","Nfs ya‚Äôll are the worst team in the league SMD!!! @Raptors"
"2191","RT @GoldnerPDX: Raptors commentators are spending like 4 solid minutes justifying why it‚Äôs okay that the Raptors lost a series - again - be‚Ä¶"
"2192","Lebr√£o dando uma surra nos cara do raptors"
"2193","Posso estar enganado, mas o Toronto Raptors ""abra√ßou a varrida"" ap√≥s a derrota no segundo jogo da s√©rie #NBAnoSporTV"
"2194","@Raptors U are embarrassing"
"2195","RT @MrYadigg29: I don't wanna hear about the Raptors ever again, I ain't gon say it nooo mo https://t.co/h2X3YxL1qL"
"2196","RT @CR3WS_wit_Me: The Raptors.....still! https://t.co/k7kzgn4q1k"
"2197","@Raptors Y‚Äôall gave 135M for THIS ?!?! Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2198","Lol never trusting the raptors when it comes to LeBron James anymore. LBJ literally owns them."
"2199","RT @bolastname: Raptors are a national disgrace for a place that calls ham Canadian bacon. They should make the team catch a mega bus back‚Ä¶"
"2200","RT @_scottjohnson: LeBron James vs. the Toronto Raptors (Conference Semifinals, 2018) https://t.co/kV1louFZGm"
"2201","Raptors are pathetic. Break up the team after this season"
"2202","#Raptors https://t.co/IZKPbfHSl0"
"2203","@BleacherReport I want to give my condolensces to all the Raptors fans. No one deserves this bad of a beating Ì†ΩÌπè"
"2204","forgot to mention best bench in the nba too. all these moves, still swept in the second round. damn being a raptors fan must be rough"
"2205","LeBron is literally practing his jumper vs the raptors"
"2206","RT @NBABrasil: √â o SHOW do LeBron! @KingJames tem 25 PTS, 7 REB e 10 AST na partida contra os @Raptors! Ainda tem o 4¬∫ quarto pela frente..‚Ä¶"
"2207","RT @DonArtistry: YOU NIGGAS TOLD ME THAT THE RAPTORS WAS GOING TO THE FINALS. https://t.co/yCOma3vESw"
"2208","I said the Raptors would be good in 2020 tho. Drake prolly gonna pull some strings by then."
"2209","Byeeeeeeeee RAPTORS..#SWEEEEEEEPPP https://t.co/kIJLlqf4wc"
"2210","This is the end of the raptors and Dwayne Casey. . . Dorazon will be gone."
"2211","@KingJames is the Raptors daddy.... point black period. @ShannonSharpe"
"2212","RT @RayWonder222: The Raptors looked confused like they don‚Äôt understand what‚Äôs going on lmao dawg the really looking like puzzled *thought‚Ä¶"
"2213","RT @DonArtistry: YOU NIGGAS TOLD ME THAT THE RAPTORS WAS GOING TO THE FINALS. https://t.co/yCOma3vESw"
"2214","The pacers played a better series then the raptors Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2215","RT @KofieYeboah: The Raptors watching the remaining teams in the playoffs https://t.co/qxC09YwAG0"
"2216","RT @coolghost101: Drake looking at Lebron in the Cavs locker room after the Raptors game. 

 #Cavs #Raptors https://t.co/EbSbfqp3lH"
"2217","RT @TheNBAMonster: Lo de LeBron James a Raptors ya es bullying...  https://t.co/1GEOXzntRz"
"2218","Lebron Negates all the Raptors effects"
"2219","RT @JoshEberley: What a depressing, gut-wrenching end for the Raptors after their best season ever. Their BEST SEASON EVER and LeBron didn‚Äô‚Ä¶"
"2220","RT @MIKEFINDLAY22: move raptors to saskatchewan let them feel the pain"
"2221","Vergonzosa esta serie de los Raptors, el equipo m√°s fr√≠o que v√≠ en mucho tiempo, sin actitud y con sus ""estrellas"" desaparecidas.."
"2222","This series in a nutshell for the Raptors... Ì†ΩÌ∏¨ #Shaqtin https://t.co/nVAvD2ddnh"
"2223","The Raptors are an embarrassment lol this is ridiculous"
"2224","If the Raptors win, I‚Äôll buy a jersey of every player on their roster, tbh"
"2225","@Raptors  Get rid of your Organization"
"2226","Yo the raptors really can‚Äôt beat bron"
"2227","Welp, thanks for playing #Raptors."
"2228","RT @CheckTheResume: Raptors pathetic. Don‚Äôt wanna hear about them niggas ever again"
"2229","RT @MagicsTweets: If the Raptors want to come back and win this series, they‚Äôll have to avoid LeBron killing off their entire species."
"2230","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"2231","That one year when the Hawks somehow messed around and ended up first, to get swept (also) by Lebron and Co, was al‚Ä¶ https://t.co/5mu17s2gVG"
"2232","RT @JzoSports: This ""LeBron's plan"" song making fun of Drake and the Raptors is amazing LMAO  Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
(Via @AllDefDigital)
https://t.co/YF8AF6‚Ä¶"
"2233","Raptors fans already turnin off the tv like https://t.co/YGwp8nfOt3"
"2234","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"2235","@Raptors https://t.co/QewncLVD00"
"2236","Tbt to when the Raptors were good"
"2237","the raptors are gonna fire their coach, they are gonna be forced to rebuild their team which will be yearssss. The‚Ä¶ https://t.co/gDekDsOFSW"
"2238","RT @SInow: This feels all too familiar for the Raptors https://t.co/T2O0bxtlVK"
"2239","Anyone care to explain why lebron is in up 30 in the 4th? Raptors don‚Äôt even have starters out there. Patting stats‚Ä¶ https://t.co/n1gsx8rdqX"
"2240","There‚Äôs a reason why ESPN barely talks about the Raptors during the season...cuz they know that they gonna fold in‚Ä¶ https://t.co/hgIrkNfSzE"
"2241","it isnt that the cavs are so good its that the raptors are so bad in the playoffs CC: 7games vs pacers"
"2242","That wasn‚Äôt a flagrant 2 on DeRozan but who cares...The Raptors are extinct"
"2243","Raptors are really killing my vibe right now!!! FUCK!!!"
"2244","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"2245","For some reason I dislike the Raptors so I‚Äôm glad to see the Cavs beat em"
"2246","RT @ringer: Raptors: ""We're an upgraded version of last year's Raptors! We're the no. 1 seed! This is our year!""
LeBrontosaurus:
#RingerNBA‚Ä¶"
"2247","RT @BleacherReport: LEBRONTOSAURUS.

The disrespect for the Raptors continues Ì†ΩÌ∏¨ https://t.co/DO2hB0guEE"
"2248","Imagine being a Raptors fan. Ì†ΩÌ∏Ç"
"2249","Y‚Äôall really thought raptors were gonna win this year Ì†ΩÌ≤ÄÌ†ΩÌ≤ÄÌ†ΩÌ≤ÄÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç https://t.co/B65r9Ml6Vc"
"2250","RT @CHARLIECLIPS: Lebron in the game for what right now?? they up 30 and the Raptors bench is in the game. He trying to win by 50 Ì†ΩÌ∏Ç"
