"","text"
"1410","Raptors are so smelly"
"1411","@supergti4 @stephenasmith @Raptors @KingJames And he can‚Äôt draw up plays"
"1412","I enjoyed Pacers v Cavs waaay more than Raptors v Cavs. Get eliminated already Toronto https://t.co/IwVI8nfvaB"
"1413","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"1414","Funny don't jump on @KingJames Dick after your @Raptors get swept!"
"1415","Raptors are officially D-O-N-E!"
"1416","@Zachhayess @philchao @Raptors @cavs @nbcsnl Yeah it's not that hard if you're against the Rators, i mean BARNEY."
"1417","Est-ce que les Cavs ont √©t√© excellents ? Ou est-ce que les Raptors se sont effondr√©s lamentablement ?"
"1418","Sell the raptors franchise..."
"1419","Raptors aren‚Äôt even getting swept lmao they getting mopped Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"1420","LeBron really out here stat stuffing up 28 though? Come on bruh.... #Raptors #Cavs"
"1421","RT @JzoSports: This ""LeBron's plan"" song making fun of Drake and the Raptors is amazing LMAO  Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
(Via @AllDefDigital)
https://t.co/YF8AF6‚Ä¶"
"1422","RT @BleacherReport: LEBRONTOSAURUS.

The disrespect for the Raptors continues Ì†ΩÌ∏¨ https://t.co/DO2hB0guEE"
"1423","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"1424","The Raptors are only a regular season ready team, never a playoff Lebron ready team."
"1425","RT @DeeDeeSpeaks: *looks at the broom in the kitchen*

Then ask myself ‚ÄúWhat channel is the Cavs/Raptors game?‚Äù"
"1426","RT @spidadmitcheII: Raptors vendo os outros times nas finais de confer√™ncia https://t.co/cdSu4IE2Yh"
"1427","Cavs vs. Raptors right now.... https://t.co/X1m5IF1Fjc"
"1428","RT @DaveBlezard: Jack Armstrong is talking pure sense on the broadcast right now. @Raptors fans need to take a deep breath &amp; stop with the‚Ä¶"
"1429","The raptors are getting smacked Ì†ΩÌ∏Ç https://t.co/q7gvMS6wOE"
"1430","RT @KdLive: @Raptors Kevin Love elbows guys in the head more than once and no review. Lebron has 5 fouls over the entire series."
"1431","I can‚Äôt fck w the raptors for awhile.  So it‚Äôs fulllll #LakersNationÌ†ΩÌπèÌ†ºÌøø"
"1432","Imagine the Raptors took it to 6 games 2016 when the Cavs still had Kyrie and were 8-0 till that series. #NBA"
"1433","RT @bomani_jones: raptors wanna throw the controller through the tv."
"1434","RT @ELITEbreak_: why is LeBron still in up 27 lmao. is it cuz DeRozan left the game so the raptors got a chance to go on a run now??"
"1435","LeBron James against the raptors is like Rodgers against the cowboys"
"1436","RT @Jerear_1: Don‚Äôt talk to me about the Raptors man. After derozan said we woulda won if we had LeBron he officially conceded his life to‚Ä¶"
"1437","The raptors are who we thought they were"
"1438","@RaptorsMilGrau Para de pensar no passado, tem que pensar que o Raptors vai continuar sendo varrido pelo Cavs nos pr√≥ximos anos"
"1439","Porra esse √© meu Cavs jogando, amassando o Raptors"
"1440","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"1441","RT @NG_MEDIA_INC: #NBAPlayoffs 

If there was a BAD version of the Harlem globetrotters it would be these Toronto #raptors NUMBER 1... LOLO‚Ä¶"
"1442","@BillSimmons If that happens technically LeBron literally and figuratively dismantled the Raptors."
"1443","Panick. Casey@many be first COY to get fired. #raptors https://t.co/9Eb6NsGYAC"
"1444","The Raptors get swept, again. Like jesus."
"1445","Raptors are about to get swept, Drake is about to write a new single."
"1446","Fuck it, I still love the Raptors. I hope 90% of the team stays intact so we can work during the off season and fuc‚Ä¶ https://t.co/7rgUQQcSuz"
"1447","Hate to say I told you so but I told literally everyone at CBC for the past 4 months that the Raptors were gonna ge‚Ä¶ https://t.co/jISklExKjp"
"1448","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"1449","RT @DonArtistry: YOU NIGGAS TOLD ME THAT THE RAPTORS WAS GOING TO THE FINALS. https://t.co/yCOma3vESw"
"1450","@samtripoli I give props when they are due. Props to you,it hurts my heart but you called the Raptors the paper dragon and you were right."
"1451","Raptors curse continues"
"1452","@TheRock Say something motivational to help @Raptors fans everywhere who just got their ass served by @KingJames"
"1453","Bye Toronto Raptors"
"1454","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"1455","@Raptors  https://t.co/xE5DO25x4D"
"1456","RT @JLew1050: There's really no way to spin this, no excuses this time around. These Raptors were healthy, rested and deep. They changed th‚Ä¶"
"1457","RT @TStar: Why are people praising Lebron and the Cavs against these raptors who nobdy but Drake and Charles Barkley believed in...but they‚Ä¶"
"1458","@Raptors Time for a coaching change #SteveNash"
"1459","RT @PaulaoJorge13: N√£o h√° um jogador do Cavs com o +/- negativo. J√° no Raptors n√£o h√° um jogador com +1

Aqui tem informa√ß√£o em primeira m√£‚Ä¶"
"1460","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"1461","At least @Drake still has @Ninja and Fortnite. #Raptors #Cavs #NBA"
"1462","RT @DustinFox37: Good job. Good effort Raptors. https://t.co/yxgOImwmqh"
"1463","RT @DonArtistry: YOU NIGGAS TOLD ME THAT THE RAPTORS WAS GOING TO THE FINALS. https://t.co/yCOma3vESw"
"1464","RT @milesmust: Raptors are the worst playoff team of all time... they‚Äôre complete garbage Ì†ΩÌ∫ÆÌ†ΩÌ∫ÆÌ†ΩÌ∫ÆÌ†ΩÌ∫ÆÌ†ΩÌ∫Æ"
"1465","Sweeeeeep @Raptors"
"1466","RT @LBgotSOLE: Y‚Äôall told me the Cavs wouldn‚Äôt make it past the second round. Then y‚Äôall told me the Cavs had no closer since Kyrie was gon‚Ä¶"
"1467","RT @coolghost101: Drake looking at Lebron in the Cavs locker room after the Raptors game. 

 #Cavs #Raptors https://t.co/EbSbfqp3lH"
"1468","RT @bomani_jones: raptors wanna throw the controller through the tv."
"1469","RT @MazzNYDN: When they hugged, #Raptors G Kyle Lowry told #Cavs F LeBron James with great mutual respect: ""'(You're) a bad motherf'er. Go‚Ä¶"
"1470","RT @FrankFurious_: Cavs are definitely getting beat by the Raptors."
"1471","Raptors are really about to get swept. Wow."
"1472","Raptors are some shit"
"1473","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"1474","@Raptors @cavs @nbcsnl I'm a #Raptors fan I thought the #SNL skit was jokes. Have a sense of humor lol"
"1475","RT @kojo_pram: @Raptors  https://t.co/rS9j5zd3Nw"
"1476","RT @DeMidRange: Toronto Raptors are going to the Finals. Save this tweet"
"1477","@BlueJays to the @Raptors and @MapleLeafs: hold our beer, we got this Ì†ºÌΩ∫"
"1478","Dark days, Raptors fam. #WeTheNorth https://t.co/NnCACKY8yE"
"1479","RT @NOTSportsCenter: REPORT: The NBA wants to give the Raptors a participation medal for this series, but they're still waiting for them to‚Ä¶"
"1480","@Enzo__92 @Raptors_FR J‚Äôai pas dit le contraire. Mais tu siffles la flagrante, t‚Äôas 2 lancers et la possession, le match est termin√©"
"1481","RT @jortega1996: The year is 2035. The 80-2 Toronto Raptors just got swept by a 58 year old Lebron James for the 16th time in a row."
"1482","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"1483","If you thought the raptors wasn't going to get swept slap yourselfÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç 2x's and I'm not a cav fan Ì†ΩÌ∏í"
"1484","RT @DICKONBRICK: Raptors https://t.co/7AzdFz7UZg"
"1485","@Raptors just stop playing"
"1486","RT @Paul__Jones: Many @Raptors fans wondering how Kevin Love elbows DeRozan in game one and tonight against Lowry were not reviewed. And De‚Ä¶"
"1487","@PapoDeNBA vamos @Raptors s√≥ faltam 10 cestas de tr√™s! https://t.co/P7syPxExqO"
"1488","Raptors WTFÌ†ΩÌ∏´"
"1489","Raptors in 9"
"1490","RT @TalkinWthSpence: Raptors really are about to get swept"
"1491","Remember that episode of How I Met Your Mother, when Marshall coached that kid's basketball team, and they lost rea‚Ä¶ https://t.co/gEFHrTK6EX"
"1492","RT @KofieYeboah: The Raptors watching the remaining teams in the playoffs https://t.co/qxC09YwAG0"
"1493","So do you wait for Lebron to retire? Or break the @Raptors up?.. the ladder seems like the best option... lack of h‚Ä¶ https://t.co/keRNPFfUrN"
"1494","Lordt... Stick a fork in the Raptors, their done"
"1495","The Raptors suck straight up they gonna have to break up that team and they gonna fire Dwayne Casey not because he'‚Ä¶ https://t.co/QDMNF15B0u"
"1496","To reiterate, @KingJames is just THAT good.

The Toronto Raptors are no chumps. He made them look like chumps. 

NBA Finals again."
"1497","This Raptors loss is very sad but, man, LeBron is awesome."
"1498","I blame Raptors fans for making me believe their team was actually gonna do something"
"1499","RT @TheNBAMonster: Lo de LeBron James a Raptors ya es bullying...  https://t.co/1GEOXzntRz"
"1500","You guys are a fuckin embarrassment b @Raptors"
"1501","RT @rya_nelson1: Raptors just need to throw the whole entire franchise away and start over Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"1502","@BleacherReport where all the raptors fans at now?"
"1503","RT @BonksMullet: Well, my annual 3 weeks of Raptors fandom was quite exhausting."
"1504","RT @WMB72buckeye: Hey @DeMar_DeRozan warm up the bus 'cuz @raptors just got swept again! @cavs #WhateverItTakes https://t.co/lBO07FM856"
"1505","I don‚Äôt want anyone to ever bring the raptors to me again Lebron will forever own there franchise"
"1506","RT @jacobfink8: Even if the Cavs pull this out and then beat the Raptors, they‚Äôre getting swept by the Sixers."
"1507","Been holding on to this for years, too bad it‚Äôs unsigned ‚òπÔ∏è @Raptors @WeTheNorth__ @mopete24 #rtz #TorontoRaptors‚Ä¶ https://t.co/sfoYvtlUxk"
"1508","Raptors funeral https://t.co/pnfPDBXFHE"
"1509","RT @JoJoF30: Well... at least the @Cavs are about to win and sweep the @Raptors! #WhateverItTakes #OnToTheNextOne @KingJames Ì†ºÌøÄ‚õπÌ†ºÌøæ"
"1510","Nothing but love for @Raptors #tweak #norebuild #WeTheNorth"
"1511","RT @ringer: Raptors: ""We're an upgraded version of last year's Raptors! We're the no. 1 seed! This is our year!""
LeBrontosaurus:
#RingerNBA‚Ä¶"
"1512","@HisStankness They‚Äôre hypocritical as fuck. Literally spent majority of the time after All-star break talking about‚Ä¶ https://t.co/Dj22X0n6tT"
"1513","RT @MR_STiXX: Dearly beloved, we're gathered here today to honour the souls of the Toronto Raptors. May we have our heads high and hearts o‚Ä¶"
"1514","RT @Dart_Adams: The Toronto Raptors are down by 28 to the Cleveland Cavaliers at the end of 3 quarters... https://t.co/s0zwr37jff"
"1515","la pr√≥xima trata de no mear a los raptors despu√©s de cogertelos @KingJames"
"1516","RT @kojo_pram: @Raptors  https://t.co/rS9j5zd3Nw"
"1517","RT @FirstTake: Despite the OT loss, @maxkellerman doubles down on the Raptors. https://t.co/50DCG3SpUG"
"1518","The @Raptors are fucking Pathetic. Smh."
"1519","RT @TomerAzarly: LeBron James might actually own the Toronto Raptors by the end of this series..."
"1520","Cavs are just embarrassing the Raptors right now. LOVE it"
"1521","RT @KofieYeboah: The Raptors offseason https://t.co/kRM0HojHQN"
"1522","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"1523","@stephenasmith @Raptors @KingJames Anyone think it would be better for Lebron to lose this series then in the final‚Ä¶ https://t.co/sciLsMjXqr"
"1524","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"1525","RT @soIoucity: Raptors gotta throw it all away and rebuild"
"1526","Get at me @Raptors I can help wit the King James situation"
"1527","@Simon_Galli @Raptors Welp"
"1528","RT @theDYNAMICS: Bagged milk &gt; @Raptors https://t.co/NdLMsdnlqF"
"1529","RT @jortega1996: The year is 2035. The 80-2 Toronto Raptors just got swept by a 58 year old Lebron James for the 16th time in a row."
"1530","@rbett @cavs @Raptors Fuck off asshole"
"1531","Shout out to the Raptors for trying though, hell of an effort fellas"
"1532","Man have y‚Äôall seen the Raptors contracts? Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"1533","Raptors need to start hitting some 7 pointers soon to pull this one back towards respectability. 

#Raptors‚Ä¶ https://t.co/ZAjmcCmCXb"
"1534","RT @TWSSSPORTS: @TheBarnBurns @Vron006 @NormanRumack @itstracylynn @CTSportsRadio @Gian_411 @NBA @NBAonTNT @NBACanada @Raptors @Raptors905M‚Ä¶"
"1535","RT @RealSkipBayless: The Cavs will sweep the Raptors."
"1536","Being a raptors fan really sucks let me tell ya"
"1537","RT @TheNBAMonster: Lo de LeBron James a Raptors ya es bullying...  https://t.co/1GEOXzntRz"
"1538","*starts to feel kinda bad for the Raptors*

... https://t.co/wly9ZmGkot"
"1539","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"1540","#Cavs really running a scrimmage with the Raptors...getting extra PT before the ECF"
"1541","Wow @DeMar_DeRozan ejected. Out for 4th quarter second playoff game in a row. #CavsRaptors @cavs @Raptors #NBA"
"1542","Wow this is how its going yo end for the Raptors? #NBAPlayoffs #TORvsCLE"
"1543","RT @ColinCowherd: LeBron, please never waste an ounce of your incredible energy on the Raptors ever again #LAbron https://t.co/IK1m70eNf6"
"1544","RT @CLEsportsTalk: Cavs- 100
Raptors- 72

End of the third. #WhateverItTakes"
"1545","RT @KofieYeboah: The Raptors watching the remaining teams in the playoffs https://t.co/qxC09YwAG0"
"1546","RT @shaqtin: This series in a nutshell for the Raptors... Ì†ΩÌ∏¨ #Shaqtin https://t.co/nVAvD2ddnh"
"1547","Raptors fans gotta be sick rn"
"1548","RT @ChaseRuttig: Raptors can effectively put the Celtics away tonight with a win at home. 

If the Raptors lose *this* game, it is time to‚Ä¶"
"1549","raptors need to trade everyone for Kawhi"
"1550","RT @HayesKwabena: @RealSkipBayless If the Cleveland Cavaliers sweep the  Toronto Raptors I will shave my head bald"
"1551","RT @bballbreakdown: Raptors https://t.co/GEvws4hNlV"
"1552","@Taggart7 Since you‚Äôre not watching, Raptors down 30 in the 4th"
"1553","Raptors off season will be fun..."
"1554","@PharmeRob @Raptors They lift tissues every year Ì†ΩÌ∏≠
#WhateverItTakes"
"1555","RT @therealbradg: Drake is still the face of the Raptors franchise smh. https://t.co/k6EFA2gaST"
"1556","#LeBronto... @KingJames @Drake @Raptors https://t.co/6F0BssLpvS"
"1557","The last time the Raptors beat @KingJames dinosaurs actually roamed the earth @NBAonTNT"
"1558","@SirKennyRob @RealSkipBayless @Raptors This dude never been injured his whole career ‚Äúrisking injury‚Äù yeah right"
"1559","The raptors bench really laughing it up, with a deficit of 30 points. You'd think they were up 3-0 in the series."
"1560","@Pat_Arzmanian Wonder how his wife feels about him fucking the raptors the way he‚Äôs been"
"1561","The Raptors really could‚Äôve just stayed in bed tbh"
"1562","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"1563","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"1564","S√≥ gostaria de parabenizar o Toronto Raptors"
"1565","RT @BleacherReport: LEBRONTOSAURUS.

The disrespect for the Raptors continues Ì†ΩÌ∏¨ https://t.co/DO2hB0guEE"
"1566","No team annoy me in the NBA more than the Toronto Raptors. What a waste of an organization and playoff seed!"
"1567","@Efrisco_ @Raptors Thank you. It's too niche to go viral. These dipshit millennials don't get that reference"
"1568","#Cavs lead 110-80, LeBron calls for a sub with 7:38 to play. Cavs headed back to the East Finals for 4th straight y‚Ä¶ https://t.co/ont3HdGw4r"
"1569","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"1570","Once I saw the video of Kyle Lowry getting blocked by Kevin Hart I knew the Raptors would go nowhere in the playoffs"
"1571","RT @_scottjohnson: LeBron James vs. the Toronto Raptors (Conference Semifinals, 2018) https://t.co/kV1louFZGm"
"1572","RT @TheNBABulletin: It‚Äôs gotten to the point where it isn‚Äôt even about the raptors defense. LeBron just can‚Äôt be stopped man. No matter how‚Ä¶"
"1573","@thereal_serge @Paul__Jones @Raptors You did get the foul at the time and the ball. The raptors didn‚Äôt capitalize o‚Ä¶ https://t.co/rnhP8BL4Lf"
"1574","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"1575","RT @vgoodwill: Roll call: whoever believed in the Raptors, raise your hands"
"1576","@Raptors_FR But I agree with you."
"1577","Lebron completely embarrassed the Raptors in this series"
"1578","Is there a word worse than embarrassing for the Raptors?"
"1579","Move @DeMar_DeRozan he's the best player on the Raptors and he's not good enough"
"1580","Lol the Raptors"
"1581","RT @CLEsportsTalk: Cavs lead Raptors 110-80 with under 8 minutes to play. Timeout Cavs. 

Here comes the Cavalier JV squad."
"1582","LMAO the Raptors were the uno seed bro sheeeesh"
"1583","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"1584","RT @MyMikeCheck: So basically in the East ...

LeBron ended Pistons' mid-2000s conference stranglehold. Stomped out Soulja Boy's Wizards. W‚Ä¶"
"1585","RT @TomerAzarly: #Cavs dominating the #Raptors after 3 in Game 4, 72-100.

LeBron James: 25 points, 7 rebs, 10 asts, 2 stls, 1 blk
Kevin Lo‚Ä¶"
"1586","LeBronto Raptors smh #owned https://t.co/Rt963ObkF5"
"1587","LeBronto Raptors aka The Baby Dinosaurs are getting swept lol what a joke"
"1588","RT @Mitros0126: Break up the #Raptors"
"1589","Real Ì†ΩÌ≤© the way the season ended.
@Raptors #WeTheNorth"
"1590","RT @ringer: Raptors: ""We're an upgraded version of last year's Raptors! We're the no. 1 seed! This is our year!""
LeBrontosaurus:
#RingerNBA‚Ä¶"
"1591","DeMar DeRozan waiting for the rest of the Raptors to get done packing since he had extra time https://t.co/Zsq2MLsZeh"
"1592","@ClutchWhenDrunk I don‚Äôt have to run a fade my raptors faded your pockets already"
"1593","@johnreport Where do your raptors go from here? Blow it up or try to make another run with this group?"
"1594","Any mention of the raptors or anyone involved with the organizationon on my timeline and I'm calling the police https://t.co/cbrT25TJfU"
"1595","RT @Raptors: https://t.co/mexOiogSyf"
"1596","This is really how we ending the season? 

#1 Seed
Best Franchise Record
DeRozan Breaks VCs record
#BenchMob domina‚Ä¶ https://t.co/RJbJxxkEI9"
"1597","RT @BruhReport: every time the raptors try to make an adjustment https://t.co/39AvS31woO"
"1598","How i know raptors are forever garbage, down 30 in the 4th quarter, you just got swept, and you are cracking jokes‚Ä¶ https://t.co/836HT1bYIT"
"1599","RT @TheSaferMan: Me looking for all the people that had the hot take of the Raptors beating the Cavs in this playoff series. https://t.co/a‚Ä¶"
"1600","RT @LakeShowYo: LeBron vs Raptors in a nutshell Ì†ΩÌ∏≠ https://t.co/zisM1J8Isk"
"1601","Raptors got more talent than the Pacers and didn‚Äôt even come close to the Cavs this series. Time to get Dwayne Casey out the paint"
"1602","@Raptors back to the D-league with yous #swept"
"1603","Raptors gotta start hitting ppl and breaking ppl's asked or something"
"1604","One last live look at the Toronto Raptors bench tonight Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£
#Cavs #NBA #NBAPlayoffs2018 @cavs https://t.co/MuJJqyEZ5K"
"1605","RT @BriiiCarter: Where is ‚ÄúCavs not making it past the Raptors‚Äù Twitter? https://t.co/eyHvnNguWC"
"1606","@stephenasmith @Raptors @KingJames He should be fired. You talk about Brett Brown but not how bad Casey and the Rap‚Ä¶ https://t.co/82V4k8ldXy"
"1607","Got damn Ì†ΩÌ∏Ç@Raptors https://t.co/Ki06euz2fO"
"1608","RT @shaqtin: This series in a nutshell for the Raptors... Ì†ΩÌ∏¨ #Shaqtin https://t.co/nVAvD2ddnh"
"1609","Raptors give me depression"
"1610","Tem um problema fundamental nessa an√°lise: os playoffs, por defini√ß√£o, isolam certas observa√ß√µes da temporada regul‚Ä¶ https://t.co/1P87EsDW3N"
"1611","@makman90 That too but I feel like he affects the Raptors more than any other East team"
"1612","@TonyBiasotti @JonesOnTheNBA The Raptors had finals expectations entering the playoffs. Are we really doing this?"
"1613","RT @ringer: Raptors: ""We're an upgraded version of last year's Raptors! We're the no. 1 seed! This is our year!""
LeBrontosaurus:
#RingerNBA‚Ä¶"
"1614","RT @ringer: Raptors: ""We're an upgraded version of last year's Raptors! We're the no. 1 seed! This is our year!""
LeBrontosaurus:
#RingerNBA‚Ä¶"
"1615","Raptors embarrassing"
"1616","Drake and the rest of the raptors need counseling"
"1617","Trade Lowry‚ùóÔ∏è@Raptors"
"1618","@FantasyLabsNBA #NBAPlayoffs Cavs Is Cleveland this good or are the #Raptors that bad?  I think when the #Cavs adva‚Ä¶ https://t.co/RCYCUV77NZ"
"1619","The Raptors are getting roadhouse kicks from all angles sheesh"
"1620","@DanRather @KingJames I am a @Raptors fan...but this series is the Raptors against LeBron....he can play by himself and win #respect"
"1621","Raptors were lightwork for @KingJames"
"1622","the Raptors have two amazing players, the #1 seed .. and got swept lol"
"1623","I don‚Äôt ever want to see or hear about anything Toronto Raptors"
"1624","RT @mikelecouteur: Has the #NBA ever called a game after 3 quarters to stop wasting everyone‚Äôs time? #Raptors #Cavs"
"1625","RT @HoopMixOnly: If you had to describe the Raptors https://t.co/ywfIgxalXC"
"1626","RT @BGordon96: Whoever wins this series between Cavs and Pacers they just get the joy of getting beat by the Raptors in the second round Ì†ΩÌ∏äÌ†ΩÌπÉ"
"1627","RT @JzoSports: This ""LeBron's plan"" song making fun of Drake and the Raptors is amazing LMAO  Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
(Via @AllDefDigital)
https://t.co/YF8AF6‚Ä¶"
"1628","RT @_KarateChris: The Raptors back court is the trash brothers"
"1629","Raptors looking like slaves who didn‚Äôt have a choice 
#Cavs"
"1630","RT @Insider6ix: Raptors offseason is going to get messy."
"1631","what's so funny on the @Raptors bench? must be making their off-season plans again after this demolition #Cavs #Cleveland #IranDeal"
"1632","All #Raptors fans fans right now = me as a #Knicks fan in the 90s. 

It‚Äôs hard to be mad when you see a generationa‚Ä¶ https://t.co/VeTXsxPPvo"
"1633","Bron hit that long 2. And said he done with the raptors. Called for a sub. https://t.co/rQ9M94CXVM"
"1634","The Raptors quit"
"1635","RT @ShahbazMKhan: I put the correct music behind LeBron's game-winner.

I'm sorry, Raptors fans. It was God's Plan. https://t.co/RkAD92Hm1z"
"1636","@Tully807MUFC @Paul__Jones @Raptors L derozan a raptor for life"
"1637","RT @bo_ricks: Recap of the cavs/raptors series.... https://t.co/7mMosNNtJZ"
"1638","Pathetic performance by the raptors. Imagine winning 59 games to go out like this..."
"1639","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"1640","RT @ChaseRuttig: ABC can show all of the Raptors games in the Finals. It is okay. https://t.co/gwe0jgtWDU"
"1641","RT @isaiassuazo223: @Raptors @cavs @nbcsnl  https://t.co/OJZWg6A75z"
"1642","@johnreport @Raptors LeBron owns the Raptors like Brock Lesnar owns Roman Reigns."
"1643","RT @KingJosiah54: ‚ÄúHow the LeBronto Raptors get swept?‚Äù

Drake: https://t.co/2eJTB5ptKD"
"1644","RT @shaqtin: This series in a nutshell for the Raptors... Ì†ΩÌ∏¨ #Shaqtin https://t.co/nVAvD2ddnh"
"1645","@Raptors Overrrrrrrrrrrrrrr!!!!!"
"1646","Raptors down by https://t.co/Zt8bdgPfFR"
"1647","#Raptors could fire Dwane Casey. I would not blow it up. 59 wins &amp; 2nd rd/3rd rd of playoffs is good. Blowing it up‚Ä¶ https://t.co/iVhfW8XgcO"
"1648","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"1649","@Je__e00 @MrEblak Saint John Seawolves sef go score Raptors Kai"
"1650","Demar Derozan is a disgrace to the raptors organization... if I‚Äôm Kyle Lowry I want out Ì†ºÌøéÌ†ΩÌ≤®"
"1651","RT @RyanBeverley: Raptors no showed again, so much for the culture change. Looked like the same 4 games series as last year. #Raptors"
"1652","RT @JLew1050: There's really no way to spin this, no excuses this time around. These Raptors were healthy, rested and deep. They changed th‚Ä¶"
"1653","I‚Äôll never forgive the raptors. They‚Äôre permanently in my most hated team in the league after this embarrassment."
"1654","RT @B1ackSchefter: Toronto Raptors acting like the Hulk right now. Came out swinging in game 1, then got punched in the mouth by LeThanos a‚Ä¶"
"1655","RT @KingJosiah54: ‚ÄúHow the LeBronto Raptors get swept?‚Äù

Drake: https://t.co/2eJTB5ptKD"
"1656","@WarDamnAlto @stephenasmith @Raptors @KingJames KD, AD they‚Äôre not losing..book it. LBJ won‚Äôt show out against KD o‚Ä¶ https://t.co/m869JYJjfN"
"1657","RT @CLEsportsTalk: Cavs- 100
Raptors- 72

End of the third. #WhateverItTakes"
"1658","@stephenasmith @Raptors @KingJames Raptors just weak againstLBJ#Cavs!"
"1659","The Raptors going out sad as FUCK"
"1660","Raptors have to be the biggest pretenders of all time"
"1661","@Raptors Bra LeBron is f**kin yall up. Im just a bystander but LeBron is f**kin yall up"
"1662","@Raptors @cavs I wonder if @Drake is watching the game? 2nd time @KingJames has SWEPT the #1 seed in the playoffs #sweep @NBAonTNT"
"1663","RT @KofieYeboah: The Raptors offseason https://t.co/kRM0HojHQN"
"1664","Ì†ΩÌ∫© caiu no conto de que esse ano toronto raptors seria diferente nos offs"
"1665","Gonna watch some Sunny to cheer me up. Thanks for a great regular season, and the usual playoffs, Raptors."
"1666","RT @KamBrothers: The Raptors don‚Äôt even deserve a ‚ÄúGone Fishin‚Äô‚Äù segment. AK"
"1667","RT @KingJosiah54: ‚ÄúHow the LeBronto Raptors get swept?‚Äù

Drake: https://t.co/2eJTB5ptKD"
"1668","Raptors never fail to disappoint in the playoffs"
"1669","@maxkellerman how bout the raptors?"
"1670","Trade Lowry and Ibaka and start VanVleet and Siakam next year. It sucks too say as a Raptors fan but this team need‚Ä¶ https://t.co/75LBYyCMNR"
"1671","@maryam_raji That‚Äôs the worst lol. But kudos to you tho. I did 3.8 miles of trash talking to Raptors fans today so there‚Äôs that. Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"1672","The Raptors were one of the worst 1 seeds in history"
