"","text"
"507","RT @clevelanddotcom: Our friend Nancy Bontempo, who‚Äôs 93 years old, just got some love from the Cavs at The Q. #Cavs https://t.co/M6f8pDKyBT"
"508","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"509","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"510","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"511","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"512","@JMotenIII @CavsNotes @cavs @TheRealJRSmith He‚Äôs not consistent. We‚Äôd have to see about that."
"513","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"514","RT @cavs: Clocking in for Game 4. Ì†ΩÌ±ë

#WhateverItTakes https://t.co/5AXuBZUsKz"
"515","RT @HammerNation19: The Cavs were the number one seed only once since LeBron came back (2016 NBA Champs). With tonight, in the other three‚Ä¶"
"516","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"517","RT @cavs: Ì†ΩÌ±Ä #WhateverItTakes https://t.co/hysIqiImNf"
"518","Bruh how are the Cavs up by 30 rn Ì†ΩÌ∏®Ì†ΩÌ∏®"
"519","RT @JuLiaNs_World: @julietlitman Yeah steal a team from the only Canadian franchise who sell out every game and have fans stand outside des‚Ä¶"
"520","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"521","Cavs are up by 30....."
"522","Dinosaurs didn‚Äôt die because a meteor impacted the earth...#LeBron killed them all. #Cavs #Raptors #NBAPlayoffs #LONGLIVETHEKING"
"523","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"524","Lebron can kill but if his teammates can‚Äôt guard and hit their shots consistently Cavs not winning no chip."
"525","Why is Bron still playing Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç #Cavs #NBAonTNT #nba"
"526","Cavs Up By 28 Bruh"
"527","Raptors really gonna let the Cavs hit em with the Batista Bomb lmaoo"
"528","RT @OhioStateFB: mood

go get that sweep @cavs

#WhateverItTakes https://t.co/Zwm7BKAwkQ"
"529","Cavs campe√£o da NBA 2018 https://t.co/EYhFEvmlxz"
"530","RT @DG92_TO: ‚Äú1 seed, 2 seed, chia seed, sunflower seed, pumpkin seed. Don‚Äôt matter, Cavs in 4!‚Äù https://t.co/SDMDiT47Ql"
"531","#RapsVsCavs I‚Äôll say this the raptors played there hearts out it‚Äôs not fair when you have the officials on Lebrons‚Ä¶ https://t.co/89d4pPfwPg"
"532","Hey @Cavs, what do we do the rest of the week? #WhateverItTakes"
"533","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"534","RT @kory_kosky: No hay forma que Cleveland le gane esa serie a Toronto, estos no son los Raptors de a√±os anteriores, y este no es ni la som‚Ä¶"
"535","Muy pobre el desempe√±o de los Raptors en la serie ante Cleveland, lucharon toda la temporada para posicionarse y te‚Ä¶ https://t.co/YMKh7Fyfhf"
"536","RT @TheNBABulletin: Just know that if the raptors get even better next year and go 82-0, they're still getting swept against the cavs and a‚Ä¶"
"537","RT @HelenYeeSports: #Flashback Because it‚Äôs Fry-day Ì†ºÌΩü &amp; I still think Cavs are going to win Eastern Conference Finals. Ì†ΩÌ∏ä #Cavs  #NBA https:‚Ä¶"
"538","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"539","Nice of the #Cavs to get in a game of scrimmage prior to the Conference final. Where did they find these red shirts? #raptors"
"540","Sow cavs gentan bon 
Ebyen okÌ†ΩÌπåÌ†ΩÌπåÌ†ΩÌπå"
"541","@bruce_arthur The Raptors played into Cavs game this entire series. Should have been exploiting the post with JV ov‚Ä¶ https://t.co/t7o29UtJ3s"
"542","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"543","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"544","It‚Äôs true the #Raptors have blown it this series and not played very well, but the #Cavs have also stepped up their‚Ä¶ https://t.co/14pbWH0iNx"
"545","#nbanosportv
N√£o √© que os Cavs esteja jogando bem √© o Toronto que √© muito ruim"
"546","@maxkellerman ?
You there Max?  Earth to Max.  Solid prediction on this #toronto #cleveland series. Ì†ΩÌπÑÌ†æÌ¥£Ì†ΩÌ∏Ç

#cavs a 1‚Ä¶ https://t.co/hsoum22wqA"
"547","TIMEOUT

Cavs 110-80 Raptors"
"548","RT @ShaunMatez: @NBA @cavs Raptors in 4 tf ezy sweep"
"549","Me looking for all the people that had the hot take of the Raptors beating the Cavs in this playoff series. https://t.co/aEqGi8ovk5"
"550","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"551","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"552","What a game:) I thought the raps would win atleast one game, but now it looks really bad. They've lost like 10 cons‚Ä¶ https://t.co/lnn3mibwp4"
"553","RT @_DoranP: Cavs did a sweep... https://t.co/g4zOq0hh02"
"554","@camisa_23 Quinteto titular dos Cavs pr√≥ximo dos 100 pontos num jogo de playoffs,que noite.Ì†ΩÌ¥ùÌ†ΩÌ±èÌ†ΩÌ±èÌ†ΩÌ±è"
"555","RT @Cavsbrasil: Raptors n√£o tinha perdido tr√™s jogos seguidos durante toda temporada. Cavs ganhando o quarto jogo seguido deles no momento.‚Ä¶"
"556","RT @HisStankness: People really went from saying ‚ÄúThe Cavs ain‚Äôt making it out the first round this year‚Äù to saying ‚Äúthe East is weak. LeBr‚Ä¶"
"557","@CBSSports Lmao the analyst trying to hype this win by the Cavs Toronto is just a regular season team"
"558","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"559","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"560","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"561","RT @MongoGoesInsane: If there is one thing we learned about the Cavs last night, the Cavs are not going to the NBA Finals. LeBron can't do‚Ä¶"
"562","cavs jogando muito talvez consiga ganhar 1 jogo do warriors"
"563","I‚Äôm telling y‚Äôall the cavs bout to go back to the finals!"
"564","RT @SampGetsSnooks: Live look into Cavs/Raptors https://t.co/KiCsMqQlMG"
"565","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"566","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"567","Wish, I would have never guess the @Raptors would go 0-4 to @cavs. I thought from the beginning the Raps would win... Crazy"
"568","RT @RealSkipBayless: The Cavs will sweep the Raptors."
"569","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"570","@cavs H√°blame de esto @ivanli000"
"571","RT @RealSkipBayless: The Cavs will sweep the Raptors."
"572","That sad reality that every team sucks in the east so the Cavs just might be going to the finals again Ì†ΩÌ∏ï"
"573","RT @cavs: Ì†ΩÌ±Ä #WhateverItTakes https://t.co/hysIqiImNf"
"574","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"575","Cavs bout to get alottttt of rest cause the 76ers/Celtics goin to 7 games."
"576","RT @coolghost101: Drake in the Raptors locker during halftime at the Cavs game. 

 #Cavs #Raptors https://t.co/EbSbfqp3lH"
"577","em nenhum momento imaginei que essa serie contra o raptors ia sair 4x0 pro cavs"
"578","@Topgolf Friday night #Cavs &amp; #SFGiants GAMES"
"579","Hey Michael Scott, what you gonna do? What you gonna do? Make the Cavs dreams come true Ì†ºÌæ∂
@Reflog_18 was right, we‚Ä¶ https://t.co/wkHkSX54Ad"
"580","@RealSkipBayless I always give skip hard time because of how he mistreats lebron
But he called this one he said cav‚Ä¶ https://t.co/ohS7kWPa8M"
"581","Ty Lue is really trying to pad the Cavs' net rating by keeping LeBron out there"
"582","Cavs complete LeSweep‚ÄºÔ∏è"
"583","@JorgeEv78181019 @cavs Turnovers por jogo."
"584","RT @EJKucinich: Cheering #GoCavsGo with mother of @KingJames, Gloria James, at @Cavs game. #WhateverItTakes! #ittakeshustle https://t.co/ou‚Ä¶"
"585","Cavs in 4"
"586","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"587","I knew the Raptors would lose to the Cavs in the playoffs EVEN with this crappy Cavs squad- everyone expected a dif‚Ä¶ https://t.co/BnLhZMd6os"
"588","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"589","RT @TomerAzarly: LeBron James vs. DeMar DeRozan and Kyle Lowry IN THE SERIES! Wow. #Cavs #Raptors #WhateverItTakes #WeTheNorth https://t.co‚Ä¶"
"590","RT @ajgioglio: This is really the best Raptors team in history and they're still about to get swept by the worst Cavs team in 4 years"
"591","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"592","Firing Dwane Casey because he can't beat LeBron James and the #Cavs is like hiring Les Miles cause he couldn't beat‚Ä¶ https://t.co/1H1c30WfJl"
"593","RT @KingThelonious: ALL NET. https://t.co/kb5HE2IOum"
"594","Credit to the actual #Cavs fans. Good on you. Fuck the rest, I'm looking at you jersey burners and LeBron followers."
"595","Has a team ever forfeit a game? Maybe the Raptors should. Just sayin'. #Cavs"
"596","@Jumpshot8 @cavs @Raptors @SiriusXMNBA YES AND YES... There will be a lot of both points going down.. It's AMAZING‚Ä¶ https://t.co/ETEPP14ZTR"
"597","These cavs man. Idk how we'll he able to beat them"
"598","4-0 cavs dana mamaw haha"
"599","Need the next series of #Cavs games in Hawaii Standard Time (HST) @BMessersmith18 Ì†ºÌøùÌ†ºÌºãÌ†ºÌºä"
"600","RT @ejmaroun: I‚Äôm still not over this. 

Brad Stevens had the #1 seed in the East last year and DIDN‚ÄôT HOLD A LEAD for a single second of p‚Ä¶"
"601","Can someone explain to me why Lebron is still in this game?

4th QTR - 10 min left and the #Cavs are up 30 - and th‚Ä¶ https://t.co/YG7bxcfB6F"
"602","@BleacherReport Cavs getting sweeped by warriors in finals"
"603","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"604","Cavs getting ready to finish the sweep against Toronto.  https://t.co/pTpK77Q4tY"
"605","Watching the cavs game in the car makes this car ride a lot better"
"606","RT @MongoGoesInsane: If there is one thing we learned about the Cavs last night, the Cavs are not going to the NBA Finals. LeBron can't do‚Ä¶"
"607","Mogs literally went from saying Cavs won‚Äôt beat the raptors to the raptors sad lol"
"608","RT @13kDeejay: The cavs done got that playoff wind under their wings !! Ì†ΩÌ∏àÌ†ΩÌ∏à"
"609","RT @RicFlairNatrBoy: Cleveland, Break Out Your Brooms! Tonight The @cavs Will SWEEP The @Raptors! WOOOOO! https://t.co/y3NqxoLK3H"
"610","Pacers and Celtics are the only Eastern teams that can make the. Cavs work for a win"
"611","Mugs only Warriors fans when they play against the Cavs. #Facts"
"612","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"613","RT @UEB_YA: Cavs locked in #WhateverItTakes"
"614","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"615","4th quarter ain't even important Ì†ΩÌ∫Ä https://t.co/kdjS7bPQqv"
"616","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"617","Well... at least the @Cavs are about to win and sweep the @Raptors! #WhateverItTakes #OnToTheNextOne @KingJames Ì†ºÌøÄ‚õπÌ†ºÌøæ"
"618","Imagine if Boston win against cavs lmfaooooo then raptors should not be in the NBA"
"619","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"620","RT @ajgioglio: This is really the best Raptors team in history and they're still about to get swept by the worst Cavs team in 4 years"
"621","@cavs put in @JoeySmoke11"
"622","@stephenasmith the way the cavs have been playing, Boston is in trouble."
"623","Cavs about to blow this 30 point game? Let‚Äôs find out! Ì†æÌ¥†"
"624","RT @PeteOfTheMoment: LeBron just murdering the #Raptors one fadeaway after another and another and another #LeBronto #CavsRaptors #Cavs htt‚Ä¶"
"625","@MyNaMe_isToBy Yeah if it‚Äôs the warriors and cavs warriors got it i got Lebron pulling out a game maybe two"
"626","RT @SameOldMarty: #Cavs Ì†æÌ¥†"
"627","Yo these niggas don‚Äôt know what to do with the Cavs"
"628","Cavs are wild disrespectful leaving Lebron in. Take him out"
"629","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"630","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"631","@ShakeBakeSplash @ChrisPalmerNBA not really an excuse.

him against 4 all stars?
lol not even saint Michael would win with this cavs team."
"632","*insert non-existent broom emoji* https://t.co/mN9O38FYVV"
"633","RT @ZachAnderson396: Eagle: Cavs 
Canadian Goose: Raptors
This video: game 4 https://t.co/wqT6poz52d"
"634","@hughhewitt @cavs Relax https://t.co/tks3l2kOeQ"
"635","RT @mergesort: When does the Raptors/Cavs series start?"
"636","RT @FOXSportsOH: 18-6 in his career in clinching scenarios, RJ has a good idea of how the @cavs can complete the sweep tonight.

#CavsRapto‚Ä¶"
"637","Cavs tek it easy them dead already"
"638","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"639","Ion know bout all that but I said before they playoffs started I can only see the 6ixers beating the Cavs but they‚Ä¶ https://t.co/9vswmAn9MN"
"640","RT @bustedcoverage: Let‚Äôs check in with the Raptors-Cavs series https://t.co/swoVwEYU8c"
"641","@jotaplays cola o Smart no LBJ e acabou o Cavs, quem discordar √© clubista"
"642","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"643","@Shaqalier Definitively: Cavs"
"644","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"645","#Raptors #toronto #the6 #nba #cavs #nbaplayoffs https://t.co/2GTq6etvfk"
"646","Cavs With The Sweep Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"647","I come home to Cavs smashing the raptors smh sad"
"648","hey lebron‚Äôs playing good ball right now. cavs not better than warriors or rockets but it‚Äôs impressive for an on th‚Ä¶ https://t.co/WwRAJu1mnw"
"649","RT @JLWilson23: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4 https://t.co/FLktRBXd7K"
"650","@CornerSniper Always going in on JV even when he's the only one who shows any competitive fire the last 3 years when we played the Cavs."
"651","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"652","RT @brvvo_72: Man LEBRON LEBRON LEBRON the Ì†ΩÌ∞ê the Ì†ΩÌ±ë &amp; the Ì†ΩÌ∞ç all in 1 @KingJames @cavs @bronni"
"653","Cavs about to go up 32-33 #TORvsCLE"
"654","O cavs atropelando o raptors sem d√≥ e nem piedade"
"655","RT @jayybarloww: Somebody on Sportscenter just said ‚ÄúLebron has a conflict of interest because he plays for the cavs but owns the Raptors‚Äù.‚Ä¶"
"656","Well, Cavs sweep. Bron is good, but what's up with these other Cavs actually playing well??"
"657","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"658","cavs up 30. goodnight"
"659","RT @cavs: Ì†ΩÌ∏Ø #WhateverItTakes https://t.co/6abNW1LlVn"
"660","@DellyTime @KyrieIrving Blazers got swept.. OKC choked.... Spurs trash 4-1... Ì†ΩÌ∏¥Ì†ΩÌ∏¥Ì†ΩÌ∏¥Ì†ΩÌ∏¥ 2 teams in West... Pacers took cavs 7 Ì†ΩÌ∏¥Ì†ΩÌ∏¥Ì†ΩÌ∏¥ competitive"
"661","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"662","The Cavs just ran the awful Rodney Hood DHO play for Clarkson and he threw a lob out of bounds. Can't we just recog‚Ä¶ https://t.co/B7qNkAiS3N"
"663","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"664","@Cappy62 @NigelWatts13 @TaylorONeill87 How old is he and how much is left on his cavs deal?"
"665","The raptors are terrified of the Cavs. Played the whole series scared"
"666","#NBAPlayoffs 

If there was a BAD version of the Harlem globetrotters it would be these Toronto #raptors NUMBER 1..‚Ä¶ https://t.co/5jCS0EXMry"
"667","@ScottSm85093896 @BenGolliver Demar Derozen looking like he about to get sweep by the Cavs twice he reason ‚Äúif we h‚Ä¶ https://t.co/N54vIQyZWV"
"668","LeBron and the Cavs shamed the RaptorsÌ†ΩÌ≤Ä https://t.co/8VxG1vVbXy"
"669","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"670","RT @CurryDagger: LMFAOOO Cavs-Raptors summed up in one video  https://t.co/NPvHUEkpb0"
"671","Cavs up this MUch and lebron still playing? Hope he tears something. Couch lue is a dumb ass and a shitty coach, pull the plug"
"672","BROOMY BROOMY ! https://t.co/wvT92OMDZq"
"673","Lebron James is the greatest athlete of any sport I‚Äôve ever seen. And this is the best I‚Äôve ever seen him play on t‚Ä¶ https://t.co/bwmKP84lxA"
"674","Why are the Cavs playing Lebron still?"
"675","Awww sweep nanaman ng cavs raptors :("
"676","Loyal @Raptors fan for life but I have no problem admitting that the @cavs deserve this win 100%. They showed up to‚Ä¶ https://t.co/66rEY1ZOMc"
"677","RT @OprahSide: ‚ÄúRAPTORS, FLAPPERS, THE SOUND CLOUD RAPPERS... DONT MATTER, CAVS IN FO‚Äù https://t.co/HsqvlVPUxz"
"678","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"679","RT @_DoranP: Cavs did a sweep... https://t.co/g4zOq0hh02"
"680","Great season by the #Raps. Sucks to lose but lots to be positive about. We have one of the best GMs in the NBA, a n‚Ä¶ https://t.co/sNFTeOaMqV"
"681","RT @CavsJoeG: #Cavs outscore Raptors, 23-7, over final 7 min of 1H - in control at intermission, 63-47; CLE, 30+ in each Q, only 3 T.O.; ev‚Ä¶"
"682","RT @bradley4toz: Remember when Derek rose banked in that 3 at the buzzer in game 3 2015? That was the last round 2 game the @cavs have lost‚Ä¶"
"683","RT @LetsGoWarriors: Wait, the Cavs' slogan hashtag on Twitter is #WhateverItTakes? Lol the Warriors' video crew did a jumbotron segment set‚Ä¶"
"684","@CavsJoeG @cavs @TheRealJRSmith @KyleKorver A Toronto Raptor!Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£ https://t.co/Liu4ECbq8G"
"685","They are up by 30! DeRozan gave up! WHYYYY is LeBron still in the game???  #PoorCoaching @RealSkipBayless @dpshow‚Ä¶ https://t.co/akwfhEY7va"
"686","RT @getnickwright: Y'all watch TV this morning? The shift is in full force, with folks who had called the Cavs DOA now declaring the East w‚Ä¶"
"687","@hughhewitt @cavs Scott Pruitt. EPA. Superfund. Don't relax too much. @msnbc"
"688","RT @realSportsTrump: It‚Äôs very sad how the failing Toronto Raptors (who were apparently leading the polls .. the fake polls) just totally c‚Ä¶"
"689","I think it‚Äôs time the @Raptors dissolve this team..maybe even change coaches..cuz no matter how good they are throu‚Ä¶ https://t.co/GjWlNapdge"
"690","RT @BR_NBA: The Cavs are shooting 80%... https://t.co/jDJmTlTcc2"
"691","RT @HammerNation19: Against Indiana, the Cavs got four guys to score in double figures twice in 7 games. Tonight, they have four in double‚Ä¶"
"692","RT @cavs: It takes hustle. #WhateverItTakes https://t.co/aX0JMb2T5K"
"693","RT @cavs: Ì†ΩÌ∏Ø #WhateverItTakes https://t.co/6abNW1LlVn"
"694","@Raptors you're the biggest disappointment of the NBA. You really just let the Cavs bulldoze you like that? Why eve‚Ä¶ https://t.co/ptitumo6Wf"
"695","N√£o h√° um jogador do Cavs com o +/- negativo. J√° no Raptors n√£o h√° um jogador com +1

Aqui tem informa√ß√£o em primeira m√£o tbm rapaz"
"696","RT @cavs: CEDI! #WhateverItTakes https://t.co/5O8xi3yOpw"
"697","Did that guy really just pick his contact lens off the court and stick it back in his eye? Ì†ºÌøÄ I hope he doesn‚Äôt lose‚Ä¶ https://t.co/vrPYnt8zKh"
"698","RT @TomerAzarly: #Cavs dominating the #Raptors after 3 in Game 4, 72-100.

LeBron James: 25 points, 7 rebs, 10 asts, 2 stls, 1 blk
Kevin Lo‚Ä¶"
"699","Cavs win 5 in a row @Reflog_18 https://t.co/ma2Mt6Clx1"
"700","Cavs bullying the raptors"
"701","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"702","@Skeltonic @HPbasketball I believe the Pavers matched up batter to defend Cavs' role players.. Factors didn't do an‚Ä¶ https://t.co/jOR24slTFk"
"703","@HPbasketball Cavs shooters also shot horribly under average on open/corner 3s in that series. They returned to mea‚Ä¶ https://t.co/WNOJbl7afs"
"704","@polosport31 @singletonchr @DBenarousse Oui probablement mais les Cavs ne se font pas sweeper en finale"
"705","@368Rachel Refs just refuse to let the Canadian team win. As much as it sucks to say I truely believe the refs in t‚Ä¶ https://t.co/8EH0zABASV"
"706","RT @TheRockwell: Cavs running a gotdamn scrimmage on the Raptors in an elimination game Ì†ΩÌ∏Ç"
"707","Now watch how these haters come out abt the @cavs  @KingJames"
"708","@tjimenez23 You can have a couple dollars betting me that the cavs will lose in the finals Ì†ΩÌ±Ä since your confidence is back"
"709","@HPbasketball Getting ahead of things, assuming Cavs v Celts, what‚Äôs your initial prediction?"
"710","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"711","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"712","As good as the Cavs are playing atm they will still lose in 5 to the Warriors cause KD decided to be a Ì†æÌ∂Ö and join t‚Ä¶ https://t.co/MdjmeIkeUP"
"713","Cavs still suck..."
"714","LeBron can‚Äôt trust the Cavs to win this game..."
"715","Cavs straight up disrespecting the Ì†æÌ∂ï"
"716","RT @IamUncleFresh: The Goat Ì†ΩÌ∞ê @KingJames #KingJames #NBAPlayoffs @cavs"
"717","RT @getnickwright: Y'all watch TV this morning? The shift is in full force, with folks who had called the Cavs DOA now declaring the East w‚Ä¶"
"718","They said the cavs ain‚Äôt have enough for the raptors Now look"
"719","@Drake didn't #BronnyJamesJr tell you your seasons over tonight? @cavs #123Cancun"
"720","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"721","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"722","RT @LetsGoWarriors: Wait, the Cavs' slogan hashtag on Twitter is #WhateverItTakes? Lol the Warriors' video crew did a jumbotron segment set‚Ä¶"
"723","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"724","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"725","@cavs and I thought this was the number 1 team in the east ..."
"726","RT @TomerAzarly: LeBron James vs. DeMar DeRozan and Kyle Lowry IN THE SERIES! Wow. #Cavs #Raptors #WhateverItTakes #WeTheNorth https://t.co‚Ä¶"
"727","RT @MidRangeBR: DeMar DeRozan na s√©rie contra o @cavs:
34.0 MPG, 16.8 PPG, .439 FG%, .000 3P% (9 tentativas), 4.0 RPG, 2.8 APG, 1.3 BPG &amp; 2‚Ä¶"
"728","RT @higisha: Cavs in 4."
"729","RT @LetItBurnUSA: @SheridanBlog Actually the league probably did that intentionally. They want the Cavs to wrap up this series and be well-‚Ä¶"
"730","We all know it‚Äôs gonna be the same ole warriors and Cavs finals matchup again"
"731","@MidRangeBR @cavs Bem prov√°vel sair de toronto. Q vc acha?"
"732","The cavs not only swept them but they are really delivering a 30 piece right now...."
"733","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"734","E eu pensava que o Cavs n√£o passava do Round 1, e t√° jogando bem e t√° na final da Confer√™ncia! 
#WhateverItTakes"
"735","Cavs got ALL their muscles flexed right now!  Hitting on all cylinders."
"736","@BrownsForum @Cam_From_Canada Well I do have Cavs -5"
"737","Remember the Cavs went to 7games with the Pacers"
"738","The @Raptors are feeling like the @Cavs when they couldn't get past Jordan and the @ChicagoBulls in the 90's https://t.co/PrioVumtxQ"
"739","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"740","Cavs should sit Lebron now. Toronto has thrown in the towel.  #TORvsCLE"
"741","Raptors... are you going to even pinch the Cavs?"
"742","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"743","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"744","If the Cavs can keep this up they could surprise you this year"
"745","RT @LukePlunkett: lebron out here playin on ""just show me the story"" difficulty https://t.co/vAlbhTaXPI"
"746","Go cavs go cavs https://t.co/9oYbt0Rkmq"
"747","#CAVS"
"748","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"749","CAVS COM 30 PONTOS DE FRENTE , T√Å DANDO P ILUDIR Ì†æÌ¥®"
"750","RT @TKDesignz: Just A Snap Of His Fingers And Half The League Will Fall To His MercyÌ†ΩÌ∏àÌ†ΩÌ¥• #AvengersInfinityWar #NBAPlayoffs #Cavs #LeThanos ht‚Ä¶"
"751","RT @corkey1205: My man is correct! Throw in the towel! @Raptors #WhateverItTakes @cavs https://t.co/HXPMrmm6Ei"
"752","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"753","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
